budget,days,interest,travel_type,transport_mode,route_category,recommended_route
47730,5,family,family,bike,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
138658,8,wildlife,solo,bus,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
106506,7,cultural,friends,car,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
133219,3,nature,solo,bike,Hill_Country,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo
92266,7,family,family,bus,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
79749,8,cultural,solo,van,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
140540,3,wildlife,friends,bike,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
110415,8,family,solo,bike,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
162703,5,wildlife,friends,car,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
42967,1,relax,family,van,Weekend_Getaway,Colombo -> Galle -> Colombo
81513,7,cultural,family,bike,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
145606,7,wildlife,friends,van,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
156811,6,nature,solo,bike,Hill_Country,Colombo -> Haputale -> Ella -> Bandarawela -> Colombo
79909,3,wildlife,solo,bus,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
366239,8,luxury,couple,car,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
71451,8,beach,solo,bus,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
94782,8,cultural,solo,bus,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
176607,5,wildlife,couple,bus,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
95605,7,adventure,friends,bus,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
58046,6,cultural,solo,van,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
158790,7,cultural,couple,car,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
71284,8,cultural,family,car,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
79480,5,wildlife,couple,van,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
98742,5,family,couple,bus,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
158916,8,nature,friends,van,Hill_Country,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo
174108,5,wildlife,family,car,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
110883,8,cultural,couple,van,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
79156,8,cultural,solo,bike,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
53316,8,cultural,solo,bike,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
234067,6,luxury,family,bus,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
241412,6,luxury,couple,bike,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
148565,6,adventure,family,car,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
89905,4,cultural,solo,van,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
170700,5,adventure,family,van,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
53961,5,nature,couple,bike,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
106295,3,wildlife,family,van,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
133389,6,cultural,family,bus,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
172483,8,cultural,solo,bus,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
174683,3,cultural,friends,car,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
42655,3,relax,solo,bus,Weekend_Getaway,Colombo -> Galle -> Colombo
25211,1,relax,friends,bus,Weekend_Getaway,Colombo -> Galle -> Colombo
150429,5,beach,friends,car,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
99553,5,family,couple,bus,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
121385,5,cultural,solo,van,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
54225,2,relax,friends,bus,Weekend_Getaway,Colombo -> Kandy -> Colombo
146922,5,family,solo,bus,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
128815,8,cultural,solo,bike,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
181758,7,luxury,solo,bus,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
50071,5,nature,solo,car,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
155919,5,adventure,friends,bus,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
37675,3,relax,solo,bike,Weekend_Getaway,Colombo -> Kandy -> Colombo
27977,1,relax,couple,van,Weekend_Getaway,Colombo -> Ella -> Colombo
53920,3,cultural,family,van,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
162581,6,cultural,solo,car,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
45565,5,nature,couple,bike,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
176126,8,nature,solo,bus,Hill_Country,Colombo -> Kandy -> Ella -> Badulla -> Colombo
66051,4,beach,friends,car,Southern_Beach,Colombo -> Bentota -> Hikkaduwa -> Galle -> Mirissa -> Colombo
47415,8,cultural,solo,bus,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
73831,5,wildlife,family,van,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
51721,4,cultural,family,van,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
59769,4,cultural,solo,car,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
68858,4,nature,couple,bus,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
144103,4,beach,friends,car,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
68220,8,cultural,family,bike,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
289926,10,luxury,family,bus,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
301104,9,luxury,solo,bike,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
48555,7,cultural,solo,bus,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
129728,3,beach,friends,car,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
64964,6,cultural,friends,car,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
109272,8,nature,family,bike,Hill_Country,Colombo -> Kandy -> Ella -> Badulla -> Colombo
297172,6,luxury,friends,van,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
145210,6,cultural,family,bike,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
171598,7,cultural,family,van,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
125572,4,nature,friends,van,Hill_Country,Colombo -> Haputale -> Ella -> Bandarawela -> Colombo
114780,8,cultural,couple,van,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
83357,5,cultural,couple,van,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
143860,3,beach,couple,bike,Southern_Beach,Colombo -> Unawatuna -> Mirissa -> Tangalle -> Colombo
87043,3,wildlife,solo,bus,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
126488,4,wildlife,couple,van,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
124040,8,adventure,friends,car,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
19066,2,relax,couple,bus,Weekend_Getaway,Colombo -> Galle -> Colombo
87254,3,cultural,couple,bike,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
146125,7,cultural,couple,van,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
90137,4,family,solo,car,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
50947,2,relax,family,bus,Weekend_Getaway,Colombo -> Kandy -> Colombo
153102,6,adventure,couple,bus,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
45817,6,cultural,couple,car,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
132276,5,family,solo,bike,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
116452,8,wildlife,friends,bus,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
122797,4,adventure,solo,bus,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
335670,6,luxury,solo,bike,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
99738,4,cultural,solo,van,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
143796,8,adventure,solo,car,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
131809,5,adventure,friends,van,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
108478,8,cultural,friends,bike,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
151171,5,beach,family,car,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
247055,6,luxury,friends,car,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
156295,4,wildlife,family,bus,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
84160,8,cultural,friends,bus,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
179458,4,cultural,solo,bus,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
56778,5,beach,couple,bike,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
130274,3,wildlife,solo,car,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
239394,10,luxury,solo,bus,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
146198,6,cultural,family,van,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
47502,1,relax,family,bike,Weekend_Getaway,Colombo -> Ella -> Colombo
40979,6,nature,family,bus,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
106618,7,cultural,friends,car,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
64126,4,beach,solo,car,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
129300,8,wildlife,family,bike,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
94897,8,cultural,solo,bike,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
122463,3,beach,family,bus,Southern_Beach,Colombo -> Bentota -> Hikkaduwa -> Galle -> Mirissa -> Colombo
147131,3,beach,couple,van,Southern_Beach,Colombo -> Unawatuna -> Mirissa -> Tangalle -> Colombo
122913,7,wildlife,solo,bus,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
53820,5,beach,friends,bus,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
54753,8,cultural,solo,bike,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
97113,3,cultural,solo,bus,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
56901,6,nature,friends,bus,Hill_Country,Colombo -> Haputale -> Ella -> Bandarawela -> Colombo
134245,3,beach,friends,bus,Southern_Beach,Colombo -> Unawatuna -> Mirissa -> Tangalle -> Colombo
173286,3,nature,couple,bus,Hill_Country,Colombo -> Haputale -> Ella -> Bandarawela -> Colombo
246842,10,luxury,family,car,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
28035,5,nature,solo,van,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
173435,5,family,solo,car,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
166093,8,nature,friends,van,Hill_Country,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo
130097,4,nature,couple,bus,Hill_Country,Colombo -> Haputale -> Ella -> Bandarawela -> Colombo
135158,6,nature,friends,car,Hill_Country,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo
75177,5,beach,family,bike,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
72441,6,cultural,solo,bike,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
64530,5,cultural,solo,bike,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
93396,3,family,family,van,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
135477,7,family,solo,bike,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
61120,3,adventure,couple,bike,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
155813,7,beach,couple,car,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
76821,8,wildlife,solo,car,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
58850,6,nature,couple,van,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
154262,5,nature,family,van,Hill_Country,Colombo -> Haputale -> Ella -> Bandarawela -> Colombo
71468,6,cultural,family,car,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
121903,8,wildlife,friends,van,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
14713,1,relax,friends,bus,Weekend_Getaway,Colombo -> Ella -> Colombo
139029,6,adventure,couple,van,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
117734,6,wildlife,solo,bike,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
48168,2,relax,couple,bike,Weekend_Getaway,Colombo -> Kandy -> Colombo
114142,8,nature,friends,car,Hill_Country,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo
67291,8,wildlife,couple,bus,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
107482,7,cultural,solo,bus,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
155050,6,beach,couple,van,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
54427,3,nature,friends,van,Hill_Country,Colombo -> Kandy -> Ella -> Badulla -> Colombo
101557,8,cultural,solo,van,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
148128,3,beach,friends,bike,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
143500,4,beach,family,car,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
99803,6,beach,couple,bike,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
389422,6,luxury,friends,van,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
47136,2,relax,family,car,Weekend_Getaway,Colombo -> Kandy -> Colombo
388205,10,luxury,friends,car,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
100653,3,adventure,solo,car,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
47457,3,relax,couple,car,Weekend_Getaway,Colombo -> Galle -> Colombo
98131,5,cultural,solo,car,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
148636,3,wildlife,solo,bus,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
102528,3,wildlife,friends,car,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
104210,6,beach,couple,car,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
31876,2,relax,solo,bus,Weekend_Getaway,Colombo -> Galle -> Colombo
69925,3,family,solo,van,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
58531,6,nature,solo,car,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
89667,4,adventure,solo,car,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
158091,6,adventure,solo,bus,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
142931,7,cultural,family,car,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
170066,7,family,solo,van,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
125016,6,cultural,friends,bus,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
162184,4,adventure,friends,bus,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
139780,8,nature,couple,bus,Hill_Country,Colombo -> Haputale -> Ella -> Bandarawela -> Colombo
46850,7,wildlife,couple,bike,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
145371,8,cultural,friends,car,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
64241,3,cultural,solo,car,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
85331,3,cultural,couple,van,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
102086,6,beach,solo,bike,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
106459,3,family,solo,bike,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
95767,5,beach,friends,bus,Southern_Beach,Colombo -> Unawatuna -> Mirissa -> Tangalle -> Colombo
154197,8,beach,couple,bus,Southern_Beach,Colombo -> Unawatuna -> Mirissa -> Tangalle -> Colombo
210571,10,luxury,friends,van,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
32436,3,nature,couple,bike,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
50483,8,wildlife,couple,bike,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
149086,5,family,friends,bus,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
122465,7,cultural,family,bike,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
179120,5,wildlife,couple,bike,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
80393,7,cultural,solo,van,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
152853,8,family,friends,car,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
139997,8,wildlife,couple,van,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
119302,5,cultural,solo,car,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
106577,6,adventure,friends,bus,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
77934,8,nature,couple,bus,Hill_Country,Colombo -> Kandy -> Ella -> Badulla -> Colombo
169940,7,beach,couple,bus,Southern_Beach,Colombo -> Bentota -> Hikkaduwa -> Galle -> Mirissa -> Colombo
51228,6,nature,couple,van,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
67655,6,nature,solo,van,Hill_Country,Colombo -> Haputale -> Ella -> Bandarawela -> Colombo
204426,5,luxury,friends,car,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
362110,7,luxury,friends,van,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
147599,7,adventure,family,van,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
132231,8,family,family,car,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
169529,7,wildlife,solo,van,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
283705,8,luxury,couple,bus,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
92263,7,beach,solo,bus,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
386740,7,luxury,couple,bike,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
132237,4,cultural,solo,bus,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
65274,3,nature,friends,car,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
55939,5,family,friends,car,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
152239,5,family,couple,bus,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
89153,3,cultural,family,bus,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
92938,8,cultural,friends,car,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
108655,5,wildlife,family,car,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
133996,5,family,solo,van,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
118959,6,beach,solo,bike,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
25379,5,nature,family,car,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
136929,4,adventure,friends,car,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
27414,5,nature,couple,bike,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
98818,3,wildlife,family,car,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
100546,8,cultural,family,bike,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
108541,5,wildlife,family,van,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
147305,6,adventure,friends,van,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
54006,6,adventure,friends,van,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
113742,8,wildlife,solo,car,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
49348,8,nature,friends,bus,Hill_Country,Colombo -> Kandy -> Ella -> Badulla -> Colombo
107411,8,beach,couple,bus,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
107558,7,cultural,friends,van,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
99396,5,family,friends,bike,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
170052,6,beach,couple,bus,Southern_Beach,Colombo -> Bentota -> Hikkaduwa -> Galle -> Mirissa -> Colombo
114997,5,wildlife,solo,van,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
162840,5,beach,couple,bike,Southern_Beach,Colombo -> Bentota -> Hikkaduwa -> Galle -> Mirissa -> Colombo
357856,8,luxury,couple,van,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
99061,5,adventure,couple,bike,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
129923,8,wildlife,couple,bus,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
37343,2,relax,friends,bus,Weekend_Getaway,Colombo -> Galle -> Colombo
364264,5,luxury,couple,van,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
86798,5,wildlife,solo,bus,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
204778,9,luxury,couple,car,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
28023,5,nature,couple,bike,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
64526,5,family,couple,bike,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
76606,3,family,family,bus,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
35263,2,relax,friends,van,Weekend_Getaway,Colombo -> Kandy -> Colombo
134422,5,cultural,solo,van,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
147378,8,beach,friends,bike,Southern_Beach,Colombo -> Unawatuna -> Mirissa -> Tangalle -> Colombo
40427,1,relax,solo,bike,Weekend_Getaway,Colombo -> Kandy -> Colombo
104263,6,cultural,couple,bus,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
79164,6,nature,friends,bike,Hill_Country,Colombo -> Haputale -> Ella -> Bandarawela -> Colombo
157524,6,nature,friends,car,Hill_Country,Colombo -> Haputale -> Ella -> Bandarawela -> Colombo
95961,6,nature,friends,van,Hill_Country,Colombo -> Kandy -> Ella -> Badulla -> Colombo
94689,3,cultural,couple,car,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
112495,6,cultural,solo,bike,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
153704,8,nature,couple,bus,Hill_Country,Colombo -> Haputale -> Ella -> Bandarawela -> Colombo
221410,10,luxury,friends,bike,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
116183,7,family,couple,bus,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
107104,8,cultural,family,bike,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
209129,8,luxury,solo,bike,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
107635,7,nature,family,bus,Hill_Country,Colombo -> Kandy -> Ella -> Badulla -> Colombo
72681,5,adventure,family,van,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
23542,2,relax,solo,car,Weekend_Getaway,Colombo -> Kandy -> Colombo
91817,5,cultural,couple,bus,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
98817,5,wildlife,solo,car,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
158810,7,cultural,solo,car,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
111229,3,nature,solo,car,Hill_Country,Colombo -> Haputale -> Ella -> Bandarawela -> Colombo
