starting_city,days,budget,budget_level,interest,travel_type,transport_mode,recommended_route,total_distance_km,fuel_cost_lkr,hotel_cost_lkr,food_cost_lkr,attraction_cost_lkr,daily_budget_lkr,total_estimated_cost_lkr,recommended_hotels
Colombo,9,304786,high,nature,family,van,Colombo -> Yala -> Ella -> Galle -> Colombo,635,17523,262701,26028,16571,35436,318921,Wildlife Camp | Ella Green Stay | Southern Wave Resort
Colombo,4,44325,low,cultural,friends,bus,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,12318,18820,17696,10629,13894,55574,Temple View Hotel | Hill Breeze Resort | Nine Arch Resort
Colombo,8,327164,high,wildlife,couple,bus,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,12798,233640,39520,3927,36339,290715,Ella Green Stay
Colombo,7,45304,low,nature,friends,van,Colombo -> Yala -> Ella -> Galle -> Colombo,635,18442,40411,29407,8549,13366,93559,Safari Lodge | Ella Mountain Inn | Fort View Hotel
Colombo,5,180034,high,wildlife,solo,van,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,30197,76820,21310,2745,26775,133873,Heritage Palace | Northern Crown Hotel | Nine Arch Resort | Fort View Hotel
Colombo,8,130882,medium,nature,couple,bike,Colombo -> Ella -> Galle -> Colombo,335,6030,75512,33256,21327,17312,138497,Ella Mountain Inn | Galle Sea Breeze
Colombo,9,32098,low,beach,solo,van,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,7954,32859,36432,12029,9638,86743,Bentota Bay Hotel | Galle Sea Breeze
Colombo,3,120419,medium,nature,friends,bus,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,10574,33003,12459,12730,22398,67193,Bentota Bay Hotel | Fort View Hotel
Colombo,6,102726,medium,wildlife,family,car,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,27312,87192,27642,4845,25190,151140,Heritage Palace | Northern Crown Hotel | Nine Arch Resort | Fort View Hotel
Colombo,9,87378,medium,beach,couple,van,Colombo -> Ella -> Galle -> Colombo,335,7122,95814,30069,13450,15928,143350,Nine Arch Resort | Galle Sea Breeze
Colombo,7,97640,medium,cultural,couple,van,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,27942,49630,28917,9985,16246,113720,Ancient City Hotel | Northern Crown Hotel | Nine Arch Resort | Southern Wave Resort
Colombo,8,342321,high,wildlife,couple,bike,Colombo -> Sigiriya -> Kandy -> Ella -> Galle -> Colombo,625,21685,120520,36816,15395,25040,200320,Sigiriya Nature Stay | Temple View Hotel | Ella Green Stay | Galle Sea Breeze
Colombo,5,65923,medium,nature,solo,bike,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,16324,58000,14100,17576,21088,105440,Lakewood Stay | Tea Garden Hotel | Nine Arch Resort
Colombo,6,334926,high,wildlife,solo,bike,Colombo -> Mirissa -> Unawatuna -> Galle -> Colombo,375,11160,199944,20790,23356,42542,255249,Mirissa Beach Stay | Galle Sea Breeze
Colombo,4,160152,high,cultural,solo,bus,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,11286,76324,15308,13876,29589,118357,Nine Arch Resort
Colombo,8,41980,low,nature,couple,van,Colombo -> Yala -> Ella -> Galle -> Colombo,635,17574,42040,39816,2020,12827,102617,Wildlife Camp | Nine Arch Resort | Fort View Hotel
Colombo,8,180086,high,beach,couple,bus,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,10396,205424,33784,4468,31783,254267,River Edge Resort | Fort View Hotel
Colombo,3,175102,high,nature,family,bike,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,7317,78501,12120,19954,37855,113566,Lion Rock Hotel | Lakewood Stay
Colombo,2,50047,low,adventure,family,car,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,9591,8874,6692,17700,20504,41007,Ella Green Stay
Colombo,5,60331,medium,beach,solo,car,Colombo -> Sigiriya -> Kandy -> Ella -> Galle -> Colombo,625,18595,74650,22595,15759,27781,138906,Sigiriya Nature Stay | Lakewood Stay | Ella Green Stay | Fort View Hotel
Colombo,4,90062,medium,wildlife,solo,bike,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,10505,29344,19348,3535,16781,67125,Bentota Bay Hotel | Galle Sea Breeze
Colombo,5,103996,medium,beach,solo,bus,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,29900,46080,14245,13876,20411,102057,Ancient City Hotel | Jaffna City Inn | Nine Arch Resort | Fort View Hotel
Colombo,8,116295,medium,cultural,friends,bike,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,12584,61328,36392,3946,15244,121951,Kandy Hill Resort | Tea Garden Hotel | Ella Green Stay
Colombo,2,33104,low,nature,friends,van,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,16493,12698,6410,8898,26098,52196,Kandy Hill Resort | Hill Breeze Resort | Ella Mountain Inn
Colombo,5,162651,high,wildlife,friends,van,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,12294,118895,24805,3980,31985,159925,Nine Arch Resort
Colombo,7,43120,low,adventure,friends,bike,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,13750,35014,21840,24760,14763,103341,Hill Breeze Resort | Ella Green Stay | Blue Ocean Resort
Colombo,10,237496,high,nature,family,car,Colombo -> Mirissa -> Unawatuna -> Galle -> Colombo,375,7401,236200,44850,9285,29614,296136,Mirissa Beach Stay | Fort View Hotel
Colombo,7,129472,medium,beach,family,van,Colombo -> Ella -> Galle -> Colombo,335,10846,65947,29407,7648,16048,112338,Nine Arch Resort | Galle Sea Breeze
Colombo,10,261713,high,beach,friends,car,Colombo -> Sigiriya -> Kandy -> Ella -> Galle -> Colombo,625,13699,190170,44320,21592,27556,275564,Sigiriya Nature Stay | Kandy Hill Resort | Ella Green Stay | Southern Wave Resort
Colombo,6,31653,low,cultural,friends,bus,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,11604,40536,22320,17263,15331,91987,Hill Breeze Resort | Ella Mountain Inn | Mirissa Beach Stay
Colombo,8,119835,medium,adventure,friends,van,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,15537,60400,26008,18377,14819,118550,Tea Garden Hotel | Ella Mountain Inn | Blue Ocean Resort
Colombo,4,71513,medium,adventure,couple,bike,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,11775,30080,15332,22859,20399,81596,Ella Green Stay
Colombo,9,267215,high,nature,couple,bike,Colombo -> Mirissa -> Unawatuna -> Galle -> Colombo,375,9436,200997,24525,17410,28836,259521,Blue Ocean Resort | Galle Sea Breeze
Colombo,6,25417,low,adventure,family,car,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,13160,31470,18990,16293,12881,77284,Temple View Hotel | Tea Garden Hotel | Ella Green Stay
Colombo,4,32252,low,nature,solo,bike,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,9049,16592,18928,13263,15507,62027,Temple View Hotel | Tea Garden Hotel | Nine Arch Resort
Colombo,8,192677,high,beach,couple,bus,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,8362,219952,31976,8521,33063,264501,River Edge Resort | Southern Wave Resort
Colombo,3,268945,high,wildlife,friends,bus,Colombo -> Mirissa -> Unawatuna -> Galle -> Colombo,375,13106,58644,12801,11606,30404,91212,Blue Ocean Resort | Galle Sea Breeze
Colombo,9,103511,medium,nature,solo,bike,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,13137,133524,34200,23418,22706,204352,Ella Green Stay
Colombo,2,88686,medium,adventure,friends,bike,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,9932,23674,7942,24607,34140,68281,Hill Breeze Resort | Ella Mountain Inn | Mirissa Beach Stay
Colombo,8,38159,low,cultural,solo,bus,Colombo -> Sigiriya -> Kandy -> Ella -> Galle -> Colombo,625,12658,36968,20944,17211,11062,88499,Sigiriya Nature Stay | Kandy Hill Resort | Nine Arch Resort | Fort View Hotel
Colombo,5,25383,low,beach,solo,bike,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,13891,19670,20385,16405,14682,73412,Temple View Hotel | Tea Garden Hotel | Ella Green Stay
Colombo,6,37945,low,beach,family,bike,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,9565,22524,18552,22177,11366,68199,Sigiriya Nature Stay | Lakewood Stay
Colombo,6,287050,high,beach,solo,van,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,9247,160254,19548,21418,34980,209883,River Edge Resort | Southern Wave Resort
Colombo,2,51524,low,cultural,solo,van,Colombo -> Ella -> Galle -> Colombo,335,10727,13086,6710,12915,21744,43489,Ella Mountain Inn | Fort View Hotel
Colombo,7,158581,high,wildlife,family,car,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,7853,148260,25319,11777,28023,196160,Lion Rock Hotel | Lakewood Stay
Colombo,6,129330,medium,nature,friends,bus,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,11668,79392,25092,22637,24215,145289,Sigiriya Nature Stay | Temple View Hotel
Colombo,4,184890,high,wildlife,family,bus,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,13957,118912,19860,8521,40628,162513,Kandy Hill Resort | Tea Garden Hotel | Nine Arch Resort
Colombo,10,199623,high,nature,solo,car,Colombo -> Mirissa -> Unawatuna -> Galle -> Colombo,375,13093,177640,35300,23460,25273,252730,Mirissa Beach Stay | Galle Sea Breeze
Colombo,3,204485,high,adventure,friends,bike,Colombo -> Mirissa -> Unawatuna -> Galle -> Colombo,375,9653,46794,8295,19164,26449,79347,Mirissa Beach Stay | Fort View Hotel
Colombo,9,40657,low,beach,solo,bus,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,17695,43173,44442,16774,13375,120378,Tea Garden Hotel | Nine Arch Resort | Blue Ocean Resort
Colombo,7,105636,medium,beach,family,car,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,12968,90825,34615,7528,21629,151401,Kandy Hill Resort | Hill Breeze Resort | Ella Mountain Inn
Colombo,4,58957,low,adventure,friends,bus,Colombo -> Ella -> Galle -> Colombo,335,10296,16132,13860,23551,16772,67087,Ella Mountain Inn | Fort View Hotel
Colombo,5,54518,low,wildlife,family,bus,Colombo -> Mirissa -> Unawatuna -> Galle -> Colombo,375,7475,29835,13655,12808,12374,61871,Blue Ocean Resort | Fort View Hotel
Colombo,7,185136,high,nature,couple,van,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,9442,236222,23716,12974,41140,287982,Sigiriya Nature Stay | Kandy Hill Resort
Colombo,2,44152,low,cultural,friends,car,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,12920,7726,5382,10746,20464,40927,Ella Green Stay
Colombo,10,156828,high,adventure,family,bike,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,10302,236360,45620,11014,31008,310078,Ella Green Stay
Colombo,4,140280,high,wildlife,friends,van,Colombo -> Yala -> Ella -> Galle -> Colombo,635,12773,131376,11340,21302,44722,178886,Wildlife Camp | Ella Green Stay | Galle Sea Breeze
Colombo,9,56479,low,beach,friends,van,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,13491,56376,40194,8604,12650,113854,Tea Garden Hotel | Nine Arch Resort | Blue Ocean Resort
Colombo,7,30421,low,adventure,solo,bus,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,9699,37569,30219,13140,13870,97088,Lion Rock Hotel | Lakewood Stay
Colombo,3,58281,low,beach,friends,bike,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,9753,20280,10200,22480,22464,67392,Nine Arch Resort
Colombo,5,265952,high,wildlife,solo,car,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,15063,165030,22990,9960,42961,214804,Kandy Hill Resort | Hill Breeze Resort | Ella Green Stay
Colombo,4,289198,high,nature,friends,bus,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,9048,124400,13168,7205,37634,150537,Kandy Hill Resort | Tea Garden Hotel | Ella Green Stay
Colombo,10,72301,medium,beach,friends,car,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,14926,110450,25910,10003,16651,166510,Kandy Hill Resort | Tea Garden Hotel | Ella Green Stay
Colombo,5,99481,medium,beach,solo,bus,Colombo -> Sigiriya -> Kandy -> Ella -> Galle -> Colombo,625,17017,43885,12870,16952,17568,87839,Lion Rock Hotel | Temple View Hotel | Nine Arch Resort | Fort View Hotel
Colombo,10,286774,high,nature,family,bike,Colombo -> Yala -> Ella -> Galle -> Colombo,635,16104,260630,35480,21690,33193,331933,Safari Lodge | Nine Arch Resort | Galle Sea Breeze
Colombo,4,43121,low,adventure,couple,bus,Colombo -> Mirissa -> Unawatuna -> Galle -> Colombo,375,11910,26068,11548,10344,16007,64028,Mirissa Beach Stay | Galle Sea Breeze
Colombo,9,37727,low,beach,solo,bus,Colombo -> Sigiriya -> Kandy -> Ella -> Galle -> Colombo,625,12623,46719,25101,16353,11551,103957,Lion Rock Hotel | Lakewood Stay | Ella Mountain Inn | Fort View Hotel
Colombo,10,342630,high,wildlife,solo,bike,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,24936,342250,36930,23099,42862,428616,Heritage Palace | Northern Crown Hotel | Ella Green Stay | Galle Sea Breeze
Colombo,2,91581,medium,wildlife,solo,bike,Colombo -> Mirissa -> Unawatuna -> Galle -> Colombo,375,9441,28402,7906,14869,28462,56923,Blue Ocean Resort | Southern Wave Resort
Colombo,6,32801,low,adventure,family,car,Colombo -> Yala -> Ella -> Galle -> Colombo,635,15332,41868,23814,8488,15783,94697,Safari Lodge | Ella Mountain Inn | Fort View Hotel
Colombo,9,46406,low,adventure,family,van,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,18117,59112,39798,3531,14178,127606,Tea Garden Hotel | Ella Green Stay | Blue Ocean Resort
Colombo,7,50562,low,cultural,solo,bike,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,9603,26754,34923,5500,11970,83789,Hill Breeze Resort | Nine Arch Resort | Blue Ocean Resort
Colombo,5,141717,high,wildlife,solo,bus,Colombo -> Mirissa -> Unawatuna -> Galle -> Colombo,375,11804,124540,15915,4858,32141,160706,Mirissa Beach Stay | Galle Sea Breeze
Colombo,2,46963,low,adventure,couple,bike,Colombo -> Sigiriya -> Kandy -> Ella -> Galle -> Colombo,625,21029,13156,6692,14342,27832,55664,Sigiriya Nature Stay | Kandy Hill Resort | Ella Mountain Inn | Fort View Hotel
Colombo,6,237023,high,beach,solo,bike,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,10841,145356,22908,13365,31698,190188,Tea Garden Hotel | Nine Arch Resort | Blue Ocean Resort
Colombo,6,54696,low,cultural,friends,car,Colombo -> Sigiriya -> Kandy -> Ella -> Galle -> Colombo,625,17116,24528,25644,2245,10833,64998,Sigiriya Nature Stay | Temple View Hotel | Ella Green Stay | Southern Wave Resort
Colombo,7,30191,low,nature,solo,bus,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,16375,24759,28119,5831,11640,81477,Tea Garden Hotel | Ella Green Stay | Blue Ocean Resort
Colombo,6,72149,medium,nature,family,car,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,11988,72924,18132,6506,18864,113184,Temple View Hotel | Hill Breeze Resort | Ella Green Stay
Colombo,9,287474,high,adventure,solo,van,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,8935,299286,39132,5828,39795,358159,Bentota Bay Hotel | Fort View Hotel
Colombo,7,34643,low,wildlife,family,bike,Colombo -> Ella -> Galle -> Colombo,335,7885,34265,32347,4552,12212,85482,Ella Mountain Inn | Southern Wave Resort
Colombo,8,119998,medium,nature,solo,car,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,9296,66168,32088,21776,16304,130431,Nine Arch Resort
Colombo,3,49223,low,beach,solo,bus,Colombo -> Sigiriya -> Kandy -> Ella -> Galle -> Colombo,625,18495,15477,8808,24003,22109,66328,Sigiriya Nature Stay | Lakewood Stay | Ella Mountain Inn | Fort View Hotel
Colombo,8,225262,high,cultural,friends,bike,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,6431,234568,23832,11437,34267,274133,River Edge Resort | Southern Wave Resort
Colombo,4,137745,medium,nature,solo,bike,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,13883,59424,17316,12364,27495,109979,Hill Breeze Resort | Ella Green Stay | Blue Ocean Resort
Colombo,3,37600,low,wildlife,solo,van,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,16660,13791,14898,10114,17837,53511,Temple View Hotel | Hill Breeze Resort | Nine Arch Resort
Colombo,3,300595,high,nature,friends,bus,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,8923,96435,13236,16122,43266,129797,River Edge Resort | Fort View Hotel
Colombo,6,67937,medium,adventure,solo,van,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,9751,51900,20820,13372,16186,97117,Tea Garden Hotel | Ella Green Stay | Blue Ocean Resort
Colombo,5,121690,medium,nature,friends,bus,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,10031,73855,13000,23611,25168,125841,Lakewood Stay | Hill Breeze Resort | Ella Green Stay
Colombo,8,40519,low,nature,couple,car,Colombo -> Yala -> Ella -> Galle -> Colombo,635,13833,50552,31104,17305,14835,118678,Safari Lodge | Nine Arch Resort | Galle Sea Breeze
Colombo,7,176819,high,beach,couple,bike,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,10269,189413,23982,19492,35037,245258,Tea Garden Hotel | Ella Green Stay | Mirissa Beach Stay
Colombo,6,126398,medium,wildlife,couple,van,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,8077,58662,17970,6230,15330,91983,Bentota Bay Hotel | Galle Sea Breeze
Colombo,6,25541,low,cultural,couple,van,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,30432,40032,25344,13122,18978,113869,Ancient City Hotel | Jaffna City Inn | Nine Arch Resort | Fort View Hotel
Colombo,5,72966,medium,beach,solo,car,Colombo -> Ella -> Galle -> Colombo,335,7148,51905,23635,4307,17953,89766,Nine Arch Resort | Galle Sea Breeze
Colombo,2,58784,low,nature,couple,van,Colombo -> Sigiriya -> Kandy -> Ella -> Galle -> Colombo,625,12160,8804,5542,2180,13381,26762,Sigiriya Nature Stay | Kandy Hill Resort | Nine Arch Resort | Galle Sea Breeze
Colombo,7,124152,medium,cultural,friends,bus,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,17562,89173,24570,24874,21697,151881,Hill Breeze Resort | Ella Mountain Inn | Blue Ocean Resort
Colombo,3,53117,low,beach,couple,bus,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,7390,18345,12465,22503,22152,66456,Ella Mountain Inn
Colombo,6,188794,high,wildlife,couple,car,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,7598,129552,27480,4432,27816,166897,Nine Arch Resort
Colombo,9,348854,high,nature,solo,car,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,9297,173547,40518,3346,25411,228699,Lion Rock Hotel | Temple View Hotel
Colombo,8,36354,low,adventure,solo,bus,Colombo -> Sigiriya -> Kandy -> Ella -> Galle -> Colombo,625,14570,36200,34192,10924,11529,92229,Sigiriya Nature Stay | Kandy Hill Resort | Ella Green Stay | Southern Wave Resort
Colombo,5,55551,low,beach,family,van,Colombo -> Sigiriya -> Kandy -> Ella -> Galle -> Colombo,625,20645,34440,17200,8566,15241,76203,Sigiriya Nature Stay | Kandy Hill Resort | Ella Mountain Inn | Fort View Hotel
Colombo,5,96393,medium,adventure,family,bike,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,7579,67745,12735,6928,18630,93149,River Edge Resort | Fort View Hotel
Colombo,6,181100,high,nature,couple,car,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,10799,150654,27786,8945,33107,198642,Bentota Bay Hotel | Fort View Hotel
Colombo,2,213653,high,adventure,solo,car,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,10945,33246,8156,18243,36293,72586,Lakewood Stay | Tea Garden Hotel | Ella Mountain Inn
Colombo,7,142636,high,adventure,solo,car,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,22188,148057,28889,16831,31802,222613,Heritage Palace | Northern Crown Hotel | Nine Arch Resort | Galle Sea Breeze
Colombo,9,46775,low,wildlife,friends,bike,Colombo -> Ella -> Galle -> Colombo,335,7719,34659,24804,15183,9276,83483,Ella Green Stay | Southern Wave Resort
Colombo,7,219860,high,adventure,friends,bus,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,10537,168133,20986,22705,32789,229522,Bentota Bay Hotel | Galle Sea Breeze
Colombo,3,113470,medium,beach,solo,bus,Colombo -> Yala -> Ella -> Galle -> Colombo,635,13516,31050,12756,7871,22552,67656,Wildlife Camp | Nine Arch Resort | Southern Wave Resort
Colombo,5,43743,low,cultural,solo,bike,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,18526,28950,21660,4510,13765,68827,Tea Garden Hotel | Nine Arch Resort | Blue Ocean Resort
Colombo,5,166697,high,wildlife,friends,bus,Colombo -> Mirissa -> Unawatuna -> Galle -> Colombo,375,9753,91450,17785,11509,27108,135542,Mirissa Beach Stay | Galle Sea Breeze
Colombo,5,120346,medium,nature,friends,car,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,13655,47995,14895,5283,15459,77294,Temple View Hotel | Tea Garden Hotel | Ella Mountain Inn
Colombo,10,47887,low,adventure,solo,van,Colombo -> Sigiriya -> Kandy -> Ella -> Galle -> Colombo,625,15584,64790,32160,3050,11292,112921,Lion Rock Hotel | Kandy Hill Resort | Nine Arch Resort | Galle Sea Breeze
Colombo,6,28728,low,wildlife,family,car,Colombo -> Ella -> Galle -> Colombo,335,7595,29208,20376,4222,10462,62771,Nine Arch Resort | Southern Wave Resort
Colombo,3,32188,low,nature,family,car,Colombo -> Yala -> Ella -> Galle -> Colombo,635,13015,12099,10008,6447,14827,44481,Safari Lodge | Ella Green Stay | Galle Sea Breeze
Colombo,2,240965,high,nature,family,bike,Colombo -> Sigiriya -> Kandy -> Ella -> Galle -> Colombo,625,12725,37786,8282,9955,32485,64970,Lion Rock Hotel | Kandy Hill Resort | Nine Arch Resort | Southern Wave Resort
Colombo,3,174024,high,adventure,solo,bike,Colombo -> Yala -> Ella -> Galle -> Colombo,635,16817,86061,14352,6267,39927,119782,Wildlife Camp | Nine Arch Resort | Southern Wave Resort
Colombo,9,149310,high,cultural,friends,bus,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,13787,184770,27009,23610,27783,250045,Ella Green Stay
Colombo,3,220058,high,adventure,solo,van,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,7856,89124,12435,22574,42839,128517,Ella Green Stay
Colombo,9,217287,high,wildlife,friends,bike,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,36052,209142,44064,13702,34198,307779,Heritage Palace | Northern Crown Hotel | Nine Arch Resort | Southern Wave Resort
Colombo,4,122731,medium,cultural,solo,car,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,11708,47804,13192,20617,22417,89668,Ella Mountain Inn
Colombo,4,144669,high,beach,couple,bus,Colombo -> Yala -> Ella -> Galle -> Colombo,635,18554,83920,16096,18536,34608,138431,Safari Lodge | Nine Arch Resort | Galle Sea Breeze
Colombo,2,202148,high,adventure,couple,bike,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,7775,38374,9306,16942,35650,71299,Sigiriya Nature Stay | Kandy Hill Resort
Colombo,4,223520,high,cultural,family,van,Colombo -> Mirissa -> Unawatuna -> Galle -> Colombo,375,13060,115832,18444,2073,38075,152299,Mirissa Beach Stay | Galle Sea Breeze
Colombo,4,104049,medium,wildlife,couple,car,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,11540,43244,16384,12136,20528,82112,Ella Green Stay
Colombo,9,35539,low,beach,family,bike,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,8908,37530,37323,11153,10484,94357,Lion Rock Hotel | Lakewood Stay
Colombo,4,25508,low,beach,solo,van,Colombo -> Yala -> Ella -> Galle -> Colombo,635,14405,27944,10028,2195,15008,60031,Wildlife Camp | Ella Mountain Inn | Galle Sea Breeze
Colombo,6,347965,high,adventure,couple,bus,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,12222,93966,23814,8424,23427,140561,Hill Breeze Resort | Ella Mountain Inn | Blue Ocean Resort
Colombo,4,60784,medium,nature,couple,van,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,7792,34548,11252,9366,16050,64201,River Edge Resort | Fort View Hotel
Colombo,10,44303,low,wildlife,family,van,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,20183,57300,27460,2061,11122,111219,Heritage Palace | Jaffna City Inn | Ella Mountain Inn | Galle Sea Breeze
Colombo,4,62295,medium,beach,couple,car,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,7441,45964,10568,3044,18505,74020,River Edge Resort | Southern Wave Resort
Colombo,9,75394,medium,cultural,friends,bus,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,16622,66798,23877,8162,12457,112115,Hill Breeze Resort | Ella Green Stay | Blue Ocean Resort
Colombo,3,286963,high,adventure,solo,bike,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,10198,58896,10374,18836,32917,98750,Kandy Hill Resort | Hill Breeze Resort | Nine Arch Resort
Colombo,10,101046,medium,adventure,friends,bike,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,14176,140940,40900,8509,20411,204112,Nine Arch Resort
Colombo,2,186776,high,cultural,family,bus,Colombo -> Yala -> Ella -> Galle -> Colombo,635,14262,62412,8920,15309,51406,102811,Wildlife Camp | Nine Arch Resort | Fort View Hotel
Colombo,2,127229,medium,nature,couple,car,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,14251,26806,7556,4246,29702,59403,Temple View Hotel | Tea Garden Hotel | Ella Mountain Inn
Colombo,5,258353,high,wildlife,friends,bike,Colombo -> Ella -> Galle -> Colombo,335,9906,109005,18690,6496,29735,148673,Ella Green Stay | Galle Sea Breeze
Colombo,6,91803,medium,nature,couple,van,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,7739,70434,27372,6434,18647,111881,Sigiriya Nature Stay | Lakewood Stay
Colombo,6,201479,high,nature,friends,bus,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,9261,148158,19446,14868,32176,193056,Kandy Hill Resort | Tea Garden Hotel | Ella Mountain Inn
Colombo,9,189433,high,cultural,solo,bus,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,13480,280935,32238,11349,37435,336915,Ella Mountain Inn
